YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,WHEELS_OFF,SCHEDULED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,SCHEDULED_ARRIVAL,ARRIVAL_TIME,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,4,WN,712,N781WN,IND,DCA,0905,0902,0918,100,58,500,1016,1045,1022,0,0,,,,,,
2015,1,1,4,WN,413,N384SW,IND,MCO,0905,0902,0912,140,115,829,1107,1125,1117,0,0,,,,,,
2015,1,1,4,WN,1707,N451WN,JAX,DEN,0905,0900,0908,240,218,1447,1046,1105,1053,0,0,,,,,,
2015,1,1,4,WN,987,N220WN,LAX,LAS,0905,0857,0906,65,47,236,0953,1010,1000,0,0,,,,,,
2015,1,1,4,WN,1754,N933WN,MCO,ATL,0905,0900,0909,95,63,404,1012,1040,1017,0,0,,,,,,
2015,1,1,4,WN,1900,N958WN,MDW,FLL,0905,0905,0917,175,150,1166,1247,1300,1251,0,0,,,,,,
2015,1,1,4,WN,920,N655WN,SFO,LAX,0905,0900,0911,80,54,337,1005,1025,1013,0,0,,,,,,
2015,1,1,4,WN,205,N624SW,SJC,LAS,0905,0901,0911,80,66,386,1017,1025,1023,0,0,,,,,,
2015,1,1,4,WN,2189,N445WN,SMF,SEA,0905,0900,0918,110,88,605,1046,1055,1051,0,0,,,,,,
2015,1,1,4,WN,568,N476WN,SNA,DEN,0905,0901,0908,140,110,846,1158,1225,1207,0,0,,,,,,
2015,1,1,4,WN,3684,N437WN,TPA,BNA,0905,0902,0910,110,94,612,0944,0955,0948,0,0,,,,,,
2015,1,1,4,UA,1135,N77867,BOS,ORD,0905,0943,1000,170,145,867,1125,1055,1132,0,0,,0,0,0,37,0
2015,1,1,4,UA,1491,N13718,SAT,DEN,0905,0900,0909,140,104,794,0953,1025,1027,0,0,,,,,,
2015,1,1,4,AA,248,N640AA,SEA,DFW,0905,0901,0920,230,207,1660,1447,1455,1457,0,0,,,,,,
2015,1,1,4,AA,1356,N3ALAA,AUS,DFW,0905,0901,0911,70,38,190,0949,1015,0959,0,0,,,,,,
2015,1,1,4,AA,1623,N438AA,LAS,DFW,0905,1118,1133,160,140,1055,1553,1345,1602,0,0,,4,0,133,0,0
2015,1,1,4,AS,111,N570AS,SEA,ANC,0905,0859,0929,230,193,1448,1142,1155,1145,0,0,,,,,,
2015,1,1,4,AS,330,N584AS,SEA,SJC,0905,0909,0934,124,98,697,1112,1109,1116,0,0,,,,,,
2015,1,1,4,AS,861,N583AS,SEA,OGG,0905,0942,1003,375,342,2640,1345,1320,1349,0,0,,0,0,29,0,0
2015,1,1,4,B6,28,N503JB,MCO,EWR,0905,1023,1039,150,125,937,1244,1135,1251,0,0,,0,0,2,74,0
2015,1,1,4,B6,1286,N184JB,PIT,BOS,0905,0903,0912,92,61,496,1013,1037,1018,0,0,,,,,,
2015,1,1,4,DL,1295,N603AT,ATL,PIT,0905,0906,0917,96,71,526,1028,1041,1034,0,0,,,,,,
2015,1,1,4,AA,1453,N4YRAA,DFW,PDX,0905,0919,0947,250,219,1616,1126,1115,1128,0,0,,,,,,
2015,1,1,4,DL,2011,N912DE,ATL,CVG,0905,0903,0914,85,60,373,1014,1030,1020,0,0,,,,,,
2015,1,1,4,DL,2421,N321NB,MSP,JAC,0905,0900,0916,161,119,872,1015,1046,1020,0,0,,,,,,
2015,1,1,4,DL,201,N896AT,ATL,IAD,0905,0908,0922,103,74,534,1036,1048,1044,0,0,,,,,,
2015,1,1,4,DL,1608,N322NB,DEN,MSP,0905,0903,0914,125,90,680,1144,1210,1153,0,0,,,,,,
2015,1,1,4,DL,1656,N947DL,MSP,OMA,0905,0904,0936,87,47,282,1023,1032,1028,0,0,,,,,,
2015,1,1,4,DL,1796,N926DH,MSP,LGA,0905,0900,0929,162,116,1020,1225,1247,1242,0,0,,,,,,
2015,1,1,4,DL,1885,N939DL,LGA,MCO,0905,0903,0925,193,138,950,1143,1218,1151,0,0,,,,,,
2015,1,1,4,EV,2515,N877AS,DFW,SJT,0905,,,60,,229,,1005,,0,1,A,,,,,
2015,1,1,4,EV,4606,N19966,ELP,IAH,0905,0856,0907,117,89,667,1136,1202,1144,0,0,,,,,,
2015,1,1,4,EV,5143,N847AS,ATL,ROA,0905,0902,0914,79,56,357,1010,1024,1013,0,0,,,,,,
2015,1,1,4,HA,145,N492HA,OGG,HNL,0905,0859,0905,35,23,100,0928,0940,0938,0,0,,,,,,
2015,1,1,4,MQ,3096,N516MQ,LAX,ASE,0905,0922,0938,125,103,737,1221,1210,1224,0,0,,,,,,
2015,1,1,4,MQ,3296,N922MQ,DFW,LRD,0905,,,83,,396,,1028,,0,1,B,,,,,
2015,1,1,4,EV,4342,N13913,TYS,IAH,0905,0937,0953,154,131,771,1104,1039,1113,0,0,,34,0,0,0,0
2015,1,1,4,NK,761,N613NK,ORD,MSP,0905,0906,0923,85,63,334,1026,1030,1029,0,0,,,,,,
2015,1,1,4,OO,4520,N445SW,MSP,CVG,0905,0905,0952,118,79,596,1211,1203,1217,0,0,,,,,,
2015,1,1,4,OO,5415,N932EV,LAX,MRY,0905,0901,0923,78,45,266,1008,1023,1011,0,0,,,,,,
2015,1,1,4,DL,972,N327NW,MSP,LAX,0906,0903,0928,249,195,1535,1043,1115,1052,0,0,,,,,,
2015,1,1,4,DL,1074,N977AT,BDL,DTW,0906,0903,0914,126,105,549,1059,1112,1105,0,0,,,,,,
2015,1,1,4,EV,4277,N15527,IAH,LFT,0906,0905,0932,57,32,201,1004,1003,1008,0,0,,,,,,
2015,1,1,4,EV,4496,N15572,JAN,IAH,0906,0902,0912,81,69,351,1021,1027,1038,0,0,,,,,,
2015,1,1,4,EV,5541,N838AS,ATL,AGS,0906,0933,0942,49,31,143,1013,0955,1015,0,0,,0,0,20,0,0
2015,1,1,4,EV,5919,N16999,CLT,ORD,0906,0905,0932,135,109,599,1021,1021,1029,0,0,,,,,,
2015,1,1,4,NK,176,N522NK,LAS,MSP,0906,0940,0952,186,167,1299,1439,1412,1443,0,0,,31,0,0,0,0
2015,1,1,4,OO,5166,N947SW,SGF,DEN,0906,0908,0923,134,104,637,1007,1020,1020,0,0,,,,,,
2015,1,1,4,UA,1538,N39415,IAH,MCO,0907,0906,0925,138,104,854,1209,1225,1214,0,0,,,,,,
2015,1,1,4,EV,4392,N17108,IAH,COS,0907,0902,0913,150,119,809,1012,1037,1020,0,0,,,,,,
2015,1,1,4,EV,4505,N14570,IAH,ABQ,0907,0903,0922,138,117,744,1019,1025,1027,0,0,,,,,,
2015,1,1,4,EV,4236,N29906,IAH,ELP,0907,0904,0927,123,104,667,1011,1010,1014,0,0,,,,,,
2015,1,1,4,OO,5447,N963SW,ORD,MKE,0907,0857,0911,48,20,67,0931,0955,0935,0,0,,,,,,
2015,1,1,4,EV,5234,N884AS,ATL,MGM,0908,0903,0918,53,30,147,0848,0901,0851,0,0,,,,,,
2015,1,1,4,F9,908,N926FR,RDU,TTN,0908,0912,0923,77,60,373,1023,1025,1027,0,0,,,,,,
2015,1,1,4,NK,300,N503NK,MYR,LGA,0908,0858,0916,112,78,563,1034,1100,1120,0,0,,20,0,0,0,0
2015,1,1,4,B6,151,N636JB,BOS,MCO,0909,0904,0918,205,165,1121,1203,1234,1214,0,0,,,,,,
2015,1,1,4,EV,4305,N17159,SHV,DEN,0909,0912,0924,144,117,792,1021,1033,1039,0,0,,,,,,
2015,1,1,4,OO,6475,N753SK,SLC,DEN,0909,0901,0913,96,65,391,1018,1045,1046,0,0,,,,,,
2015,1,1,4,OO,6450,N495CA,LAX,RNO,0910,0904,0920,89,69,391,1029,1039,1033,0,0,,,,,,
2015,1,1,4,UA,15,N66056,EWR,HNL,0910,0911,0927,668,620,4962,1447,1518,1458,0,0,,,,,,
2015,1,1,4,UA,217,N526UA,IAD,SFO,0910,0905,0917,359,328,2419,1145,1209,1158,0,0,,,,,,
2015,1,1,4,UA,424,N414UA,TPA,IAD,0910,0907,0913,135,106,811,1059,1125,1103,0,0,,,,,,
2015,1,1,4,OO,5626,N715SK,ORD,IND,0910,0907,0918,65,35,177,1053,1115,1059,0,0,,,,,,
2015,1,1,4,VX,935,N361VA,LAX,SFO,0910,0906,0913,80,56,337,1009,1030,1017,0,0,,,,,,
2015,1,1,4,WN,997,N7712G,ATL,RSW,0910,0911,0924,105,74,515,1038,1055,1043,0,0,,,,,,
2015,1,1,4,WN,377,N928WN,DAL,LAX,0910,0908,0919,205,179,1246,1018,1035,1027,0,0,,,,,,
2015,1,1,4,WN,2509,N372SW,DEN,SFO,0910,0907,0927,165,122,967,1029,1055,1035,0,0,,,,,,
2015,1,1,4,WN,4468,N8651A,LAS,BNA,0910,0910,0920,205,174,1587,1414,1435,1419,0,0,,,,,,
2015,1,1,4,WN,664,N7713A,LAS,SLC,0910,0906,0927,80,67,368,1134,1130,1138,0,0,,,,,,
2015,1,1,4,WN,390,N283WN,MDW,DTW,0910,0902,0915,65,47,228,1102,1115,1110,0,0,,,,,,
2015,1,1,4,WN,3566,N395SW,MEM,TPA,0910,0903,0911,105,86,655,1137,1155,1141,0,0,,,,,,
2015,1,1,4,WN,327,N450WN,MHT,TPA,0910,0910,0921,215,188,1204,1229,1245,1234,0,0,,,,,,
2015,1,1,4,WN,705,N8645A,ALB,BWI,0910,0906,0915,95,53,289,1008,1045,1019,0,0,,,,,,
2015,1,1,4,WN,606,N8647A,PIT,DEN,0910,0907,0915,230,210,1290,1045,1100,1053,0,0,,,,,,
2015,1,1,4,WN,1041,N447WN,RDU,BWI,0910,0904,0922,65,43,255,1005,1015,1009,0,0,,,,,,
2015,1,1,4,WN,2462,N251WN,SJC,AUS,0910,0903,0914,195,186,1476,1420,1425,1425,0,0,,,,,,
2015,1,1,4,WN,718,N235WN,HOU,MCO,0910,0904,0917,125,105,849,1202,1215,1212,0,0,,,,,,
2015,1,1,4,WN,1169,N763SW,HOU,OAK,0910,0911,0928,260,226,1642,1114,1130,1120,0,0,,,,,,
2015,1,1,4,UA,1483,N36447,MCO,IAD,0910,1007,1019,127,98,758,1157,1117,1201,0,0,,0,0,44,0,0
2015,1,1,4,AA,54,N3CWAA,LAS,ORD,0910,0906,0922,215,170,1514,1412,1445,1419,0,0,,,,,,
2015,1,1,4,AA,2259,N3HBAA,ORD,MIA,0910,0912,0923,182,147,1197,1250,1312,1258,0,0,,,,,,
2015,1,1,4,AA,2222,N3FXAA,DFW,PHL,0910,,,175,,1303,,1305,,0,1,B,,,,,
2015,1,1,4,AS,60,N796AS,KTN,SEA,0910,0908,0916,110,90,680,1146,1200,1158,0,0,,,,,,
2015,1,1,4,AS,442,N553AS,SEA,LAX,0910,1055,1115,156,125,954,1320,1146,1336,0,0,,5,0,105,0,0
2015,1,1,4,AS,617,N407AS,LAS,SEA,0910,0901,0914,155,127,867,1121,1145,1128,0,0,,,,,,
2015,1,1,4,B6,653,N554JB,JFK,PBI,0910,0914,0937,182,144,1028,1201,1212,1203,0,0,,,,,,
2015,1,1,4,DL,488,N3756,JFK,SJU,0910,0900,0925,237,177,1598,1322,1407,1346,0,0,,,,,,
2015,1,1,4,DL,1329,N961DL,MSP,TPA,0910,0908,0933,197,157,1306,1310,1327,1314,0,0,,,,,,
2015,1,1,4,DL,1367,N944DN,ATL,ROC,0910,0906,0931,125,98,749,1109,1115,1115,0,0,,,,,,
2015,1,1,4,DL,1968,N315US,LAX,MSP,0910,0904,0923,222,188,1535,1431,1452,1439,0,0,,,,,,
2015,1,1,4,B6,2301,N571JB,BUF,JFK,0910,0901,0923,82,52,301,1015,1032,1020,0,0,,,,,,
2015,1,1,4,DL,16,N199DN,LAX,JFK,0910,0907,0929,326,266,2475,1655,1736,1703,0,0,,,,,,
2015,1,1,4,DL,1589,N924DN,ATL,FLL,0910,0907,0921,115,81,581,1042,1105,1047,0,0,,,,,,
2015,1,1,4,B6,189,N618JB,JFK,SAN,0910,0908,0923,374,358,2446,1221,1224,1224,0,0,,,,,,
2015,1,1,4,EV,2563,N902EV,CRP,DFW,0910,,,80,,354,,1030,,0,1,A,,,,,
2015,1,1,4,EV,2514,N879AS,OKC,DFW,0910,,,60,,175,,1010,,0,1,A,,,,,
2015,1,1,4,EV,4306,N17524,IAH,DAL,0910,0910,0919,67,37,216,0956,1017,0959,0,0,,,,,,
2015,1,1,4,EV,4591,N16525,IAH,LRD,0910,0901,0922,77,54,301,1016,1027,1020,0,0,,,,,,
2015,1,1,4,EV,5382,N724EV,MSP,ROC,0910,0906,0950,137,88,783,1218,1227,1226,0,0,,,,,,
2015,1,1,4,EV,6095,N14174,LIT,DEN,0910,0911,0924,145,126,771,1030,1035,1112,0,0,,36,0,1,0,0
2015,1,1,4,MQ,2824,N615MQ,DFW,AEX,0910,,,63,,285,,1013,,0,1,B,,,,,
2015,1,1,4,MQ,2831,N680MQ,TUL,DFW,0910,,,70,,237,,1020,,0,1,B,,,,,
2015,1,1,4,MQ,3031,N647MQ,SGF,DFW,0910,0906,0917,95,70,364,1027,1045,1038,0,0,,,,,,
2015,1,1,4,MQ,3320,N649MQ,LAW,DFW,0910,,,50,,140,,1000,,0,1,B,,,,,
2015,1,1,4,OO,4510,N441SW,MSP,ISN,0910,0908,1007,127,92,546,1139,1117,1144,0,0,,27,0,0,0,0
2015,1,1,4,OO,4749,N8982A,MSP,CLE,0910,0906,1005,123,79,622,1224,1213,1228,0,0,,15,0,0,0,0
2015,1,1,4,OO,5186,N471CA,SAN,SFO,0910,0903,0919,104,69,447,1028,1054,1039,0,0,,,,,,
2015,1,1,4,OO,5427,N566SW,SFO,SMF,0910,0906,0927,47,28,86,0955,0957,1000,0,0,,,,,,
2015,1,1,4,OO,6512,N709SK,LAX,COS,0910,0943,0957,135,111,833,1248,1225,1301,0,0,,3,0,19,14,0
2015,1,1,4,UA,1185,N38451,ORD,IAH,0911,0920,0932,173,155,925,1207,1204,1223,0,0,,10,0,9,0,0
2015,1,1,4,EV,4293,N15555,MOB,IAH,0911,0906,0916,94,85,427,1041,1045,1051,0,0,,,,,,
2015,1,1,4,UA,264,N839UA,SFO,PHX,0912,0902,0918,119,89,651,1147,1211,1152,0,0,,,,,,
2015,1,1,4,B6,280,N562JB,LGB,LAS,0912,0901,0911,66,47,231,0958,1018,1006,0,0,,,,,,
2015,1,1,4,DL,2639,N949DN,MKE,DTW,0912,0907,0920,68,48,237,1108,1120,1116,0,0,,,,,,
2015,1,1,4,B6,2602,N273JB,JFK,BUF,0912,0907,0918,87,66,301,1024,1039,1027,0,0,,,,,,
2015,1,1,4,B6,1634,N229JB,JFK,BTV,0912,0908,0921,76,48,266,1009,1028,1012,0,0,,,,,,
2015,1,1,4,EV,3264,N14993,BTR,IAH,0912,0906,0919,76,61,253,1020,1028,1029,0,0,,,,,,
2015,1,1,4,EV,4109,N14514,GPT,IAH,0912,0901,0909,87,78,376,1027,1039,1037,0,0,,,,,,
2015,1,1,4,EV,5664,N24103,MFE,IAH,0912,0908,0923,71,45,316,1008,1023,1015,0,0,,,,,,
2015,1,1,4,DL,1856,N968AT,ATL,MLB,0913,0912,0925,89,62,442,1027,1042,1031,0,0,,,,,,
2015,1,1,4,UA,204,N820UA,IAH,SAT,0914,0953,1013,65,40,191,1053,1019,1056,0,0,,0,0,37,0,0
2015,1,1,4,US,1941,N708UW,CLT,ORF,0914,0910,0921,62,42,290,1003,1016,1007,0,0,,,,,,
2015,1,1,4,UA,1702,N35407,DFW,DEN,0914,0916,0954,128,89,641,1023,1022,1044,0,0,,22,0,0,0,0
2015,1,1,4,B6,229,N304JB,JFK,RSW,0914,0921,0942,195,165,1074,1227,1229,1230,0,0,,,,,,
2015,1,1,4,B6,365,N644JB,SMF,LGB,0914,0910,0920,80,61,387,1021,1034,1024,0,0,,,,,,
2015,1,1,4,B6,483,N705JB,JFK,MCO,0914,0943,1010,180,145,944,1235,1214,1239,0,0,,0,0,25,0,0
2015,1,1,4,OO,4583,N446SW,MSN,MSP,0915,0923,0937,69,45,228,1022,1024,1028,0,0,,,,,,
2015,1,1,4,US,751,N551UW,DEN,PHL,0915,0911,0943,205,173,1558,1436,1440,1440,0,0,,,,,,
2015,1,1,4,US,776,N199UW,SFO,PHX,0915,0905,0930,113,90,651,1200,1208,1212,0,0,,,,,,
2015,1,1,4,US,1806,N563UW,LAX,CLT,0915,0909,0925,271,238,2125,1623,1646,1633,0,0,,,,,,
2015,1,1,4,US,2047,N104UW,CLT,MSY,0915,0911,0932,119,100,651,1012,1014,1016,0,0,,,,,,
2015,1,1,4,VX,500,N635VA,FLL,JFK,0915,0913,0925,160,146,1069,1151,1155,1158,0,0,,,,,,
2015,1,1,4,WN,713,N482WN,BUR,OAK,0915,0918,0927,70,56,325,1023,1025,1028,0,0,,,,,,
2015,1,1,4,WN,596,N8313F,DEN,MDW,0915,0932,0955,140,106,895,1241,1235,1247,0,0,,,,,,
2015,1,1,4,WN,1902,N8311Q,DEN,PHX,0915,0913,0924,115,92,602,1056,1110,1100,0,0,,,,,,
2015,1,1,4,WN,207,N7722B,FLL,TPA,0915,0915,0928,60,36,197,1004,1015,1008,0,0,,,,,,
2015,1,1,4,WN,676,N630WN,LAS,GEG,0915,0912,0925,145,126,806,1131,1140,1134,0,0,,,,,,
2015,1,1,4,WN,653,N934WN,LAS,SFO,0915,0911,0921,95,63,414,1024,1050,1029,0,0,,,,,,
2015,1,1,4,WN,1141,N8608N,MDW,DEN,0915,0921,0930,165,143,895,1053,1100,1059,0,0,,,,,,
2015,1,1,4,WN,882,N233LV,AMA,DAL,0915,0909,0927,65,51,323,1018,1020,1023,0,0,,,,,,
2015,1,1,4,WN,4198,N775SW,RSW,MKE,0915,0907,0923,180,168,1183,1111,1115,1116,0,0,,,,,,
2015,1,1,4,WN,496,N710SW,SEA,LAS,0915,0918,0931,140,119,867,1130,1135,1136,0,0,,,,,,
2015,1,1,4,WN,665,N782SA,STL,BWI,0915,0908,0917,120,87,738,1144,1215,1148,0,0,,,,,,
2015,1,1,4,WN,2314,N219WN,HOU,SNA,0915,0916,0924,220,189,1357,1033,1055,1038,0,0,,,,,,
2015,1,1,4,WN,727,N7726A,PHX,DEN,0915,0913,0924,105,79,602,1043,1100,1050,0,0,,,,,,
2015,1,1,4,UA,1273,N36280,TPA,IAH,0915,0912,0920,140,131,787,1031,1035,1037,0,0,,,,,,
2015,1,1,4,UA,1725,N57852,SFO,OGG,0915,0918,0932,320,305,2338,1237,1235,1241,0,0,,,,,,
2015,1,1,4,US,501,N668AW,FLL,PHX,0915,0909,0923,309,282,1972,1205,1224,1209,0,0,,,,,,
2015,1,1,4,AA,144,N3KKAA,DFW,PBI,0915,0912,0929,155,132,1102,1241,1250,1245,0,0,,,,,,
2015,1,1,4,AA,265,N5ECAA,LAX,LIH,0915,0914,0928,370,355,2615,1323,1325,1327,0,0,,,,,,
2015,1,1,4,AA,334,N494AA,DFW,MFE,0915,,,95,,469,,1050,,0,1,B,,,,,
2015,1,1,4,AA,1196,N5EHAA,MIA,EGE,0915,0913,0927,283,254,1810,1141,1158,1147,0,0,,,,,,
2015,1,1,4,AA,1266,N3AHAA,MIA,RDU,0915,0914,0931,125,106,700,1117,1120,1122,0,0,,,,,,
2015,1,1,4,AA,1524,N424AA,DFW,LAS,0915,,,175,,1055,,1010,,0,1,B,,,,,
2015,1,1,4,AA,2316,N3BVAA,STX,MIA,0915,0956,1004,187,154,1139,1138,1122,1142,0,0,,0,0,20,0,0
2015,1,1,4,AS,5,N517AS,DCA,LAX,0915,0914,0923,355,326,2311,1149,1210,1157,0,0,,,,,,
2015,1,1,4,DL,730,N923DL,EWR,DTW,0915,0914,0931,133,102,488,1113,1128,1122,0,0,,,,,,
2015,1,1,4,DL,1091,N939DN,JAX,ATL,0915,0912,0923,75,42,270,1005,1030,1010,0,0,,,,,,
2015,1,1,4,DL,1193,N902DA,DEN,ATL,0915,0924,0942,178,140,1199,1402,1413,1408,0,0,,,,,,
2015,1,1,4,DL,2115,N959DL,MSP,ABQ,0915,0912,0954,178,141,981,1115,1113,1124,0,0,,,,,,
2015,1,1,4,DL,2163,N808DN,MSP,PDX,0915,0916,0942,238,195,1426,1057,1113,1101,0,0,,,,,,
2015,1,1,4,DL,2298,N962DL,ATL,SRQ,0915,0910,0928,93,66,444,1034,1048,1038,0,0,,,,,,
2015,1,1,4,DL,2305,N525US,MSP,SFO,0915,0916,0955,260,203,1589,1118,1135,1122,0,0,,,,,,
2015,1,1,4,DL,80,N845MH,LAX,ATL,0915,0913,0933,255,210,1947,1603,1630,1609,0,0,,,,,,
2015,1,1,4,DL,1870,N935AT,ATL,ICT,0915,0914,0924,145,121,782,1025,1040,1031,0,0,,,,,,
2015,1,1,4,EV,5040,N195PQ,ILM,ATL,0915,0904,0930,94,71,377,1041,1049,1047,0,0,,,,,,
2015,1,1,4,EV,5338,N133EV,ATL,ECP,0915,0911,0926,68,42,240,0908,0923,0911,0,0,,,,,,
2015,1,1,4,EV,5589,N882AS,MOB,ATL,0915,0911,0920,69,49,302,1109,1124,1115,0,0,,,,,,
2015,1,1,4,HA,303,N481HA,HNL,LIH,0915,0908,0918,38,24,102,0942,0953,0950,0,0,,,,,,
2015,1,1,4,MQ,2830,N652MQ,DFW,PIA,0915,,,108,,672,,1103,,0,1,B,,,,,
2015,1,1,4,MQ,2841,N905MQ,DSM,DFW,0915,,,125,,624,,1120,,0,1,B,,,,,
2015,1,1,4,MQ,3116,N514MQ,CID,ORD,0915,1014,1022,65,41,196,1103,1020,1116,0,0,,0,0,56,0,0
2015,1,1,4,MQ,3190,N532MQ,DFW,MAF,0915,,,68,,309,,1023,,0,1,B,,,,,
2015,1,1,4,NK,446,N502NK,LAS,ORD,0915,0934,0946,214,178,1514,1444,1449,1451,0,0,,,,,,
2015,1,1,4,NK,893,N508NK,ORD,DFW,0915,0910,0921,148,133,802,1134,1143,1142,0,0,,,,,,
2015,1,1,4,OO,4674,N912EV,MSP,TUL,0915,0910,0951,127,94,615,1125,1122,1129,0,0,,,,,,
2015,1,1,4,OO,2583,N492SW,SAN,LAX,0915,0901,0909,45,27,109,0936,1000,0947,0,0,,,,,,
2015,1,1,4,OO,2575,N477CA,LAX,ABQ,0915,0921,0941,115,87,677,1208,1210,1214,0,0,,,,,,
2015,1,1,4,OO,5164,N794SK,IAH,ONT,0915,0919,0936,210,185,1334,1041,1045,1046,0,0,,,,,,
2015,1,1,4,OO,5182,N782SK,LAX,ASE,0915,0931,0950,128,108,737,1238,1223,1241,0,0,,2,0,16,0,0
2015,1,1,4,EV,4345,N28529,IAH,CRP,0916,0916,0940,62,45,201,1025,1018,1030,0,0,,,,,,
2015,1,1,4,NK,424,N631NK,LAX,MSP,0917,0913,0924,217,197,1535,1441,1454,1450,0,0,,,,,,
2015,1,1,4,OO,5643,N745SK,GRR,DEN,0917,0916,0929,188,163,1015,1012,1025,1043,0,0,,18,0,0,0,0
2015,1,1,4,UA,710,N509UA,SFO,DEN,0918,1039,1059,152,137,967,1416,1250,1421,0,0,,10,0,4,77,0
2015,1,1,4,NK,816,N525NK,IAH,MCI,0918,0931,0948,111,84,643,1112,1109,1117,0,0,,,,,,
2015,1,1,4,UA,303,N434UA,EWR,DEN,0919,0917,0930,276,258,1605,1148,1155,1218,0,0,,23,0,0,0,0
2015,1,1,4,EV,3273,N16183,SDF,DEN,0919,0910,0924,188,182,1024,1026,1027,1042,0,0,,15,0,0,0,0
2015,1,1,4,HA,304,N485HA,LIH,HNL,0919,0920,0926,32,18,102,0944,0951,0949,0,0,,,,,,
2015,1,1,4,UA,253,N768UA,IAH,HNL,0920,1002,1015,513,492,3904,1427,1353,1443,0,0,,8,0,42,0,0
2015,1,1,4,UA,297,N544UA,LAX,LIH,0920,0913,0926,364,334,2615,1300,1324,1304,0,0,,,,,,
2015,1,1,4,US,1772,N555AY,CLT,DFW,0920,0921,0938,172,145,936,1103,1112,1112,0,0,,,,,,
2015,1,1,4,US,1830,N825AW,CLT,JFK,0920,0937,0952,102,74,541,1106,1102,1112,0,0,,,,,,
2015,1,1,4,US,2098,N714US,RIC,CLT,0920,0914,0927,86,59,257,1026,1046,1033,0,0,,,,,,
2015,1,1,4,UA,507,N464UA,IAH,RNO,0920,0918,0932,245,205,1530,1057,1125,1103,0,0,,,,,,
2015,1,1,4,VX,22,N845VA,SFO,JFK,0920,1016,1033,339,301,2586,1834,1759,1845,0,0,,0,0,46,0,0
2015,1,1,4,VX,84,N841VA,SFO,IAD,0920,0917,0934,300,268,2419,1702,1720,1710,0,0,,,,,,
2015,1,1,4,WN,3742,N764SW,BWI,TPA,0920,0918,0940,155,128,842,1148,1155,1153,0,0,,,,,,
2015,1,1,4,WN,317,N222WN,DAL,OKC,0920,0918,0927,50,34,181,1001,1010,1005,0,0,,,,,,
2015,1,1,4,WN,2132,N751SW,FLL,BWI,0920,0918,0941,155,129,925,1150,1155,1153,0,0,,,,,,
2015,1,1,4,WN,2161,N733SA,JAX,BNA,0920,0919,0928,95,79,483,0947,0955,0952,0,0,,,,,,
2015,1,1,4,WN,589,N639SW,LAS,AMA,0920,0917,0928,115,99,758,1307,1315,1310,0,0,,,,,,
2015,1,1,4,WN,1162,N8314L,LAS,MCI,0920,0921,0931,165,133,1139,1344,1405,1347,0,0,,,,,,
2015,1,1,4,WN,123,N964WN,LAX,MDW,0920,0918,0926,235,207,1750,1453,1515,1500,0,0,,,,,,
2015,1,1,4,WN,929,N514SW,LBB,AUS,0920,,,70,,341,,1030,,0,1,B,,,,,
2015,1,1,4,WN,680,N8322X,MHT,MDW,0920,0917,0928,175,144,838,1052,1115,1057,0,0,,,,,,
2015,1,1,4,WN,275,N653SW,STL,TPA,0920,0917,0922,130,112,869,1214,1230,1219,0,0,,,,,,
2015,1,1,4,WN,573,N364SW,TUL,PHX,0920,0918,0928,165,154,935,1102,1105,1107,0,0,,,,,,
2015,1,1,4,UA,1274,N37465,CLE,LAX,0920,0925,0933,321,274,2052,1107,1141,1117,0,0,,,,,,
2015,1,1,4,UA,1519,N12114,EWR,STT,0920,0923,0935,250,224,1634,1419,1430,1425,0,0,,,,,,
2015,1,1,4,UA,1717,N37409,IAH,SEA,0920,0923,0943,296,239,1874,1142,1216,1151,0,0,,,,,,
2015,1,1,4,AA,309,N4YDAA,BNA,DFW,0920,0915,0927,130,120,631,1127,1130,1132,0,0,,,,,,
2015,1,1,4,AA,295,N358AA,MIA,LAX,0920,0919,0932,358,352,2342,1224,1218,1235,0,0,,17,0,0,0,0
2015,1,1,4,AA,224,N856AA,LAX,LAS,0920,0918,0936,75,43,236,1019,1035,1027,0,0,,,,,,
2015,1,1,4,AA,1018,N3HJAA,MIA,PHX,0920,0916,0926,312,287,1972,1213,1232,1222,0,0,,,,,,
2015,1,1,4,AA,1415,N477AA,DFW,PIT,0920,0928,1004,150,117,1067,1301,1250,1307,0,0,,9,0,0,0,8
2015,1,1,4,AS,12,N526AS,SEA,BOS,0920,0922,0955,319,275,2496,1730,1739,1736,0,0,,,,,,
2015,1,1,4,AS,311,N705AS,SFO,SEA,0920,0922,0938,125,98,679,1116,1125,1124,0,0,,,,,,
2015,1,1,4,AS,365,N440AS,OAK,SEA,0920,0915,0922,120,94,671,1056,1120,1101,0,0,,,,,,
2015,1,1,4,B6,586,N536JB,JFK,ROC,0920,0920,0936,84,55,264,1031,1044,1038,0,0,,,,,,
2015,1,1,4,DL,1350,N683DA,ATL,RSW,0920,0916,0944,104,77,515,1101,1104,1105,0,0,,,,,,
